"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-07-31","2.17","65","74",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-01","0.00","68","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-02",,"66","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-03",,"65","77",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-04",,"64","73",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-05",,"65",,
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-06",,"64","74",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-07",,"62","72",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-08",,"64","72",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-09","0.02","66","75",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-10","0.00","68","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-11",,"68","85",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-12",,"65","85",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-13",,"66","74",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-14",,"65","74",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-15",,"66","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-16",,"64","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-17","0.01","60","72",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-18","0.31","58","68","53"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-19","0.00","60",,"51"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-20","0.28","59","69",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-21","0.00","61","74",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-22",,"62","75",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-23","0.01","58","75",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-24","0.00","61","72",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-25","0.03","61","72",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-26","0.00","60",,
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-27",,"63","73",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-28","0.47","65","73",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-29","0.00","69","79","60"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-30",,"67","79",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-08-31",,"66","73","61"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-01",,"64","73",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-02",,"61","71",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-03",,"63","73",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-04",,"66","76",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-05",,"70","84",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-06",,"67","84",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-07",,"69","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-08",,"67","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-09",,"68","75",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-10",,"71","76",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-11",,"71","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-12",,"69","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-13",,"72",,
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-14","0.02","66","77","62"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-15","0.00","68","74","62"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-16",,"67","76",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-17","0.28","62","76","58"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-18","0.67","64","68","60"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-19","0.04","70","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-20","0.01","66","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-21","0.01","71","76","63"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-22","0.01","71","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-23","0.01","61","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-24","0.39","64","71",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-25","0.00","66",,"61"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-26","0.24","61","74",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-27","0.00","64","72",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-28","0.35","60","72","32"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-29","0.12","69","79","60"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-09-30","0.31","67",,
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-01","0.00","68","76",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-02","0.01","70","77","67"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-03","0.00","72","77","66"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-04",,"72","86",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-05","0.20","62","86","59"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-06","0.08","65","69","62"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-07","0.00","67","73",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-08","0.02","69","78","63"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-09","0.20","65","78","62"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-10","0.67","61",,"56"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-11","2.24","60","73",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-12","0.00","64","75",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-13","0.02","61","75","57"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-14","0.03","65","70",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-15","0.12","67","74",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-16","0.01","68","75",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-17","0.01","62","75",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-18","0.02","64","73",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-19","0.00","66","82","55"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-20","0.02","66","82","61"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-21","0.00","68","75","64"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-22",,"71","82",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-23",,"74","82","69"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-24","0.16","71","81","69"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-25","0.00","71","78","68"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-26",,"67","78",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-27","0.20","60","72","55"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-28","0.28","59","67",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-29","0.00","65","75","53"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-30",,"70","82",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-10-31",,"71","82",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-01",,"71","81","59"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-02",,"71","82",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-03",,"71","82",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-04",,"72","78","67"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-05","0.02","73","78",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-06","0.00","67","78","64"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-07","0.04","64","71","60"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-08","0.24","65","72",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-09","0.00","65","72","59"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-10",,"67","74",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-11",,"69","74","65"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-12",,"72","78",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-13",,"73","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-14","0.02","74",,
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-15","0.04","65","82",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-16","2.32","58","71","54"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-17","0.02","63","71",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-18","0.01","68","78",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-19","0.00","71","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-20",,"79",,
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-21",,"75","93","67"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-22","0.08","67","84","62"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-23","1.06","66","73",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-24","0.00","68","74","62"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-25","1.26","65","74",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-26","0.01","67","77",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-27","0.16","65","77",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-28","0.00","69","76","60"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-29",,"71","77","65"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-11-30",,"71","77",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-01","0.12","75","86","68"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-02","0.02","75","86","69"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-03","0.00","73",,"66"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-04","0.03","70","79",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-05","0.24","70","77",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-06","1.73","67","72","64"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-07","1.46","68","74",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-08","0.00","71","77","63"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-09",,"72","81","64"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-10",,"67","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-11","0.04","64","73","60"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-12","1.10","68",,"63"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-13","0.16","71","78",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-14","0.04","67","77","63"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-15","0.02","67","73","62"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-16","0.00","72","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-17",,"75","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-18","0.75","71","83","65"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-19","0.47","66","79",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-20","0.02","70","79","60"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-21","0.00","74","81","66"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-22",,"74","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-23","0.04","73",,"68"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-24","0.02","73","80",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-25","0.00","71","79","63"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-26","0.16","68","78","63"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-27","0.00","73","80","66"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-28",,"74","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-29",,"74","83","69"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-30","0.12","73","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2017-12-31","2.52","73","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-01",,"73","84","65"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-02","0.31","70","84",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-03","0.00","71","79",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-04",,"72","80",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-05",,"74","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-06",,"74","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-07",,"75",,
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-08",,"72","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-09","0.02","67","81","64"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-10","0.24","69","75","63"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-11","0.00","72","80","65"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-12",,"74","82","64"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-13",,"74","84",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-14",,"75","84","66"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-15",,"74","89","64"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-16","0.31","71","89","67"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-17","0.02","75","83","66"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-18","0.00","76","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-19",,"75",,"66"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-20",,"73","84","68"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-21",,"74",,"65"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-22",,"76","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-23",,"75",,"69"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-24",,"75","84",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-25","0.08","75","82","71"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-26","0.00","76","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-27","0.01","78","90","71"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-28","0.04","72","90",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-29","0.04","73","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-30","0.00","75","83","66"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-01-31","0.01","74","83","68"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-02-01","0.71","71","81","65"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-02-02","0.00","76","87","68"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-02-03","0.87","70","87","67"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-02-04","0.04","71","75","67"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-02-05","0.16","74","80","69"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-02-06","0.00","76","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-02-07",,"74","83","72"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-02-08",,"74","82",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-02-09",,"74","82",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-02-10",,"75","80","69"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-02-11","0.20","72","80","69"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-02-12","0.00","74","80","68"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-02-13","0.08","74","82",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-02-14","0.00","74","82",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-02-15","0.01","74","84",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-02-16","0.00","74","84",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-02-17","0.08","75","82",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-02-18","0.00","77",,"69"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-02-19",,"75","84",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-02-20","0.20","76","82",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-02-21","0.00","77","84","73"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-02-22","0.20","75","84",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-02-23","0.00","77","86","69"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-02-24",,"76","86","69"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-02-25","0.75","67","86",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-02-26","0.16","70","77",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-02-27","0.00","73","82",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-02-28",,"74","82",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-01",,"73","82",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-02",,"74","82",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-03",,"74","82",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-04",,"75","82",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-05","0.01","76","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-06","0.04","74","83","70"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-07","0.02","76",,"72"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-08","0.00","73","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-09","0.12","72","84",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-10","0.00","76","90",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-11",,"73","85",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-12","1.02","74",,"64"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-13","0.00","74",,
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-14",,"77",,
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-15",,"76","84",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-16","0.08","67",,"64"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-17","1.34","68","76",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-18","0.01","69","76","64"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-19","0.01","72","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-20","0.00","75","81","68"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-21",,"75","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-22","0.08","66","83","64"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-23","0.00","65","69","63"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-24","0.55","71","83","61"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-25","0.01","73","83","65"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-26","0.39","71","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-27","0.00","74","82","68"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-28",,"75","84",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-29",,"74","84",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-30","0.01","76","82",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-03-31","0.08","73","82","71"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-01","0.03","74","82","69"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-02","0.00","76","84",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-03",,"76","84","70"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-04",,"76","84",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-05","0.43","74","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-06","0.12","75","85",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-07","0.00","74","85",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-08",,"71","82","67"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-09","0.08","74","86","66"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-10","0.00","72","86",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-11","0.16","65","81","62"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-12","0.39","68","75","62"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-13","0.00","73","84","62"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-14",,"72","84",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-15","0.94","69","79","65"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-16","0.02","69","76","62"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-17","0.00","71","79","64"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-18",,"72","83","64"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-19",,"67","83",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-20","0.20","67","74","63"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-21","0.00","70","78","64"
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-22",,"69","80",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-23","0.01","70","81",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-24","0.00","71","88",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-25",,"71","88",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-26",,"75","92",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-27",,"68","92",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-28",,"68","80",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-29",,"68","74",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-04-30",,"69","76",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-05-01",,"68","80",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-05-02",,"68","80",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-05-03",,"68","80",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-05-04",,"65","76",
"SFM00068592","KING SHAKA INTERNATIONAL AIRPORT, SF","2018-05-05",,"64","75",
